Filename,Extension,Path,File Size,Width,Height,Resolution,FPS,Duration,Frame Count,Readable,Corrupted,Transcript
bgan4n.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgan4n.mpg,415744,360,288,360 x 288,25.0,3.0,75,True,False,bin green at n four now
bgan5s.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgan5s.mpg,423936,360,288,360 x 288,25.0,3.0,75,True,False,bin green at n five soon
bgan6p.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgan6p.mpg,421888,360,288,360 x 288,25.0,3.0,75,True,False,bin green at n six please
bgan7a.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgan7a.mpg,409600,360,288,360 x 288,25.0,3.0,75,True,False,bin green at n seven again
bgat8n.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgat8n.mpg,434176,360,288,360 x 288,25.0,3.0,75,True,False,bin green at t eight now
bgat9s.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgat9s.mpg,417792,360,288,360 x 288,25.0,3.0,75,True,False,bin green at t nine soon
bgau1a.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgau1a.mpg,419840,360,288,360 x 288,25.0,3.0,75,True,False,bin green at u one again
bgauzp.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgauzp.mpg,421888,360,288,360 x 288,25.0,3.0,75,True,False,bin green at u zero please
bgbb1s.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgbb1s.mpg,419840,360,288,360 x 288,25.0,3.0,75,True,False,bin green by b one soon
bgbb2p.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgbb2p.mpg,444416,360,288,360 x 288,25.0,3.0,75,True,False,bin green by b two please
bgbb3a.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgbb3a.mpg,421888,360,288,360 x 288,25.0,3.0,75,True,False,bin green by b three again
bgbbzn.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgbbzn.mpg,417792,360,288,360 x 288,25.0,3.0,75,True,False,bin green by b zero now
bgbh4n.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgbh4n.mpg,415744,360,288,360 x 288,25.0,3.0,75,True,False,bin green by h four now
bgbh5s.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgbh5s.mpg,430080,360,288,360 x 288,25.0,3.0,75,True,False,bin green by h five soon
bgbh6p.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgbh6p.mpg,438272,360,288,360 x 288,25.0,3.0,75,True,False,bin green by h six please
bgbh7a.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgbh7a.mpg,444416,360,288,360 x 288,25.0,3.0,75,True,False,bin green by h seven again
bgbn8n.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgbn8n.mpg,409600,360,288,360 x 288,25.0,3.0,75,True,False,bin green by n eight now
bgbn9s.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgbn9s.mpg,425984,360,288,360 x 288,25.0,3.0,75,True,False,bin green by n nine soon
bgbo1a.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgbo1a.mpg,432128,360,288,360 x 288,25.0,3.0,75,True,False,bin green by o one again
bgbozp.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgbozp.mpg,485376,360,288,360 x 288,25.0,3.0,75,True,False,bin green by o zero please
bgbu2n.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgbu2n.mpg,479232,360,288,360 x 288,25.0,3.0,75,True,False,bin green by u two now
bgbu3s.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgbu3s.mpg,436224,360,288,360 x 288,25.0,3.0,75,True,False,bin green by u three soon
bgbu4p.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgbu4p.mpg,419840,360,288,360 x 288,25.0,3.0,75,True,False,bin green by u four please
bgbu5a.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgbu5a.mpg,444416,360,288,360 x 288,25.0,3.0,75,True,False,bin green by u five again
bgia2n.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgia2n.mpg,428032,360,288,360 x 288,25.0,3.0,75,True,False,bin green in a two now
bgia3s.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgia3s.mpg,430080,360,288,360 x 288,25.0,3.0,75,True,False,bin green in a three soon
bgia4p.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgia4p.mpg,434176,360,288,360 x 288,25.0,3.0,75,True,False,bin green in a four please
bgia5a.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgia5a.mpg,407552,360,288,360 x 288,25.0,3.0,75,True,False,bin green in a five again
bgig6n.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgig6n.mpg,425984,360,288,360 x 288,25.0,3.0,75,True,False,bin green in g six now
bgig7s.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgig7s.mpg,403456,360,288,360 x 288,25.0,3.0,75,True,False,bin green in g seven soon
bgig8p.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgig8p.mpg,428032,360,288,360 x 288,25.0,3.0,75,True,False,bin green in g eight please
bgig9a.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgig9a.mpg,421888,360,288,360 x 288,25.0,3.0,75,True,False,bin green in g nine again
bgin1s.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgin1s.mpg,442368,360,288,360 x 288,25.0,3.0,75,True,False,bin green in n one soon
bgin2p.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgin2p.mpg,423936,360,288,360 x 288,25.0,3.0,75,True,False,bin green in n two please
bgin3a.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgin3a.mpg,403456,360,288,360 x 288,25.0,3.0,75,True,False,bin green in n three again
bginzn.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bginzn.mpg,462848,360,288,360 x 288,25.0,3.0,75,True,False,bin green in n zero now
bgit4n.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgit4n.mpg,425984,360,288,360 x 288,25.0,3.0,75,True,False,bin green in t four now
bgit5s.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgit5s.mpg,428032,360,288,360 x 288,25.0,3.0,75,True,False,bin green in t five soon
bgit6p.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgit6p.mpg,417792,360,288,360 x 288,25.0,3.0,75,True,False,bin green in t six please
bgit7a.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgit7a.mpg,428032,360,288,360 x 288,25.0,3.0,75,True,False,bin green in t seven again
bgwb4n.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgwb4n.mpg,425984,360,288,360 x 288,25.0,3.0,75,True,False,bin green with b four now
bgwb5s.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgwb5s.mpg,448512,360,288,360 x 288,25.0,3.0,75,True,False,bin green with b five soon
bgwb6p.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgwb6p.mpg,415744,360,288,360 x 288,25.0,3.0,75,True,False,bin green with b six please
bgwb7a.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgwb7a.mpg,415744,360,288,360 x 288,25.0,3.0,75,True,False,bin green with b seven again
bgwh8n.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgwh8n.mpg,430080,360,288,360 x 288,25.0,3.0,75,True,False,bin green with h eight now
bgwh9s.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgwh9s.mpg,417792,360,288,360 x 288,25.0,3.0,75,True,False,bin green with h nine soon
bgwi1a.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgwi1a.mpg,413696,360,288,360 x 288,25.0,3.0,75,True,False,bin green with i one again
bgwizp.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgwizp.mpg,430080,360,288,360 x 288,25.0,3.0,75,True,False,bin green with i zero please
bgwo2n.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgwo2n.mpg,419840,360,288,360 x 288,25.0,3.0,75,True,False,bin green with o two now
bgwo3s.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgwo3s.mpg,425984,360,288,360 x 288,25.0,3.0,75,True,False,bin green with o three soon
bgwo4p.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgwo4p.mpg,450560,360,288,360 x 288,25.0,3.0,75,True,False,bin green with o four please
bgwo5a.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgwo5a.mpg,430080,360,288,360 x 288,25.0,3.0,75,True,False,bin green with o five again
bgwu6n.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgwu6n.mpg,419840,360,288,360 x 288,25.0,3.0,75,True,False,bin green with u six now
bgwu7s.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgwu7s.mpg,479232,360,288,360 x 288,25.0,3.0,75,True,False,bin green with u seven soon
bgwu8p.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgwu8p.mpg,436224,360,288,360 x 288,25.0,3.0,75,True,False,bin green with u eight please
bgwu9a.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bgwu9a.mpg,421888,360,288,360 x 288,25.0,3.0,75,True,False,bin green with u nine again
braf8n.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\braf8n.mpg,428032,360,288,360 x 288,25.0,3.0,75,True,False,bin red at f eight now
braf9s.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\braf9s.mpg,446464,360,288,360 x 288,25.0,3.0,75,True,False,bin red at f nine soon
brag1a.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\brag1a.mpg,428032,360,288,360 x 288,25.0,3.0,75,True,False,bin red at g one again
bragzp.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bragzp.mpg,425984,360,288,360 x 288,25.0,3.0,75,True,False,bin red at g zero please
bram2n.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bram2n.mpg,436224,360,288,360 x 288,25.0,3.0,75,True,False,bin red at m two now
bram3s.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bram3s.mpg,425984,360,288,360 x 288,25.0,3.0,75,True,False,bin red at m three soon
bram4p.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bram4p.mpg,423936,360,288,360 x 288,25.0,3.0,75,True,False,bin red at m four please
bram5a.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bram5a.mpg,442368,360,288,360 x 288,25.0,3.0,75,True,False,bin red at m five again
bras6n.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bras6n.mpg,415744,360,288,360 x 288,25.0,3.0,75,True,False,bin red at s six now
bras7s.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bras7s.mpg,411648,360,288,360 x 288,25.0,3.0,75,True,False,bin red at s seven soon
bras8p.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bras8p.mpg,432128,360,288,360 x 288,25.0,3.0,75,True,False,bin red at s eight please
bras9a.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bras9a.mpg,446464,360,288,360 x 288,25.0,3.0,75,True,False,bin red at s nine again
brba1a.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\brba1a.mpg,417792,360,288,360 x 288,25.0,3.0,75,True,False,bin red by a one again
brbazp.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\brbazp.mpg,423936,360,288,360 x 288,25.0,3.0,75,True,False,bin red by a zero please
brbg2n.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\brbg2n.mpg,446464,360,288,360 x 288,25.0,3.0,75,True,False,bin red by g two now
brbg3s.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\brbg3s.mpg,407552,360,288,360 x 288,25.0,3.0,75,True,False,bin red by g three soon
brbg4p.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\brbg4p.mpg,450560,360,288,360 x 288,25.0,3.0,75,True,False,bin red by g four please
brbg5a.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\brbg5a.mpg,428032,360,288,360 x 288,25.0,3.0,75,True,False,bin red by g five again
brbm6n.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\brbm6n.mpg,444416,360,288,360 x 288,25.0,3.0,75,True,False,bin red by m six now
brbm7s.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\brbm7s.mpg,432128,360,288,360 x 288,25.0,3.0,75,True,False,bin red by m seven soon
brbm8p.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\brbm8p.mpg,411648,360,288,360 x 288,25.0,3.0,75,True,False,bin red by m eight please
brbm9a.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\brbm9a.mpg,415744,360,288,360 x 288,25.0,3.0,75,True,False,bin red by m nine again
brbt1s.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\brbt1s.mpg,446464,360,288,360 x 288,25.0,3.0,75,True,False,bin red by t one soon
brbt2p.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\brbt2p.mpg,421888,360,288,360 x 288,25.0,3.0,75,True,False,bin red by t two please
brbt3a.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\brbt3a.mpg,450560,360,288,360 x 288,25.0,3.0,75,True,False,bin red by t three again
brbtzn.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\brbtzn.mpg,430080,360,288,360 x 288,25.0,3.0,75,True,False,bin red by t zero now
brif4n.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\brif4n.mpg,407552,360,288,360 x 288,25.0,3.0,75,True,False,bin red in f four now
brif5s.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\brif5s.mpg,415744,360,288,360 x 288,25.0,3.0,75,True,False,bin red in f five soon
brif6p.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\brif6p.mpg,436224,360,288,360 x 288,25.0,3.0,75,True,False,bin red in f six please
brif7a.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\brif7a.mpg,423936,360,288,360 x 288,25.0,3.0,75,True,False,bin red in f seven again
bril8n.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bril8n.mpg,423936,360,288,360 x 288,25.0,3.0,75,True,False,bin red in l eight now
bril9s.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bril9s.mpg,407552,360,288,360 x 288,25.0,3.0,75,True,False,bin red in l nine soon
brim1a.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\brim1a.mpg,485376,360,288,360 x 288,25.0,3.0,75,True,False,bin red in m one again
brimzp.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\brimzp.mpg,466944,360,288,360 x 288,25.0,3.0,75,True,False,bin red in m zero please
bris2n.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bris2n.mpg,436224,360,288,360 x 288,25.0,3.0,75,True,False,bin red in s two now
bris3s.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bris3s.mpg,421888,360,288,360 x 288,25.0,3.0,75,True,False,bin red in s three soon
bris4p.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bris4p.mpg,428032,360,288,360 x 288,25.0,3.0,75,True,False,bin red in s four please
bris5a.mpg,.mpg,C:\Users\prash\Downloads\archive (3)\data\s1\bris5a.mpg,438272,360,288,360 x 288,25.0,3.0,75,True,False,bin red in s five again
